grid_id,cell_area,surveyed_area,surveyed_ratio,surveyed_any,surveyed_for_absence,dwelling_area,dwelling_count_pt,dwelling_presence,response,elev,slope_deg,relief_50m,eastness,tpi_50m,tpi_100m,tpi_250m,tpi_500m,rel_min_250m,rel_min_500m,valley_bottom_flag_v1,valley_edge_flag_v1,dist_valley_bottom_v1,valley_bottom_flag_v2,valley_edge_flag_v2,dist_valley_bottom_v2,model_weight,pred_glm_final,pred_gam_final
68,100,99.90148454825976,0.9990148454825976,TRUE,TRUE,0,0,FALSE,0,67.47615051269531,1.1647489877864898,1.8474655151367188,0.8109281900676875,0.006419859070703637,0.10431409484642984,-0.07311015143238819,-0.6426900852605968,2.4761505126953125,3.588634490966797,0,0,114.88584899902344,0,0,619.33966064453125,0.9990148454825976,0.03011935011892918,0.008179754096498352
69,100,100,1,TRUE,TRUE,0,0,FALSE,0,67.305755615234375,1.132540178630763,1.8385086059570312,0.7903740425267716,-0.0020408077516407275,0.05648426372651727,-0.13664440302183323,-0.7290872123982126,2.305755615234375,3.429107666015625,0,0,106.4420394897461,0,0,609.93280029296875,1,0.032461351091248335,0.01302673386468174
70,98.28691042691571,98.28691042691935,1,TRUE,TRUE,0,0,FALSE,0,67.14522552490234,1.1930915012576966,1.9058990478515625,0.8181358318637733,0.010492076044499754,0.02971814427564823,-0.19391669208289386,-0.804108451944046,2.1452255249023438,3.3209877014160156,0,0,96.665679931640625,0,0,600.57318115234375,1,0.03357610756348668,0.016887423619090517
71,44.08971937323804,44.08971937323804,1,TRUE,TRUE,0,0,FALSE,0,66.94342803955078,1.1533980883958708,1.861114501953125,0.8013312917286158,-0.01724287392435997,-0.02888497032412829,-0.2959257765410541,-0.9190289895294228,1.9434280395507812,3.1606903076171875,0,0,87.13326263427734,0,0,591.262939453125,1,0.03396551262594845,0.020163145875470318
72,2.90014567088474,2.90014567088474,1,TRUE,TRUE,0,0,FALSE,0,66.78358459472656,1.0960273715652094,1.88311767578125,0.7695914978375201,-0.008006994275078227,-0.04106489932063084,-0.3591098592967654,-0.9905712817921,1.7835845947265625,3.047809600830078,0,0,77.934356689453125,0,0,582.00445556640625,1,0.03464376376855819,0.019517244997498715
75,100,2.7368369478772365,0.027368369478772366,TRUE,TRUE,0,0,FALSE,0,65.97918701171875,1.1108015544212702,1.7039642333984375,0.7757183634992033,-0.012922425200969201,-0.20537060348566172,-0.732764772137827,-1.3283338259390831,0.97918701171875,2.4844436645507812,0,0,30.568370819091797,0,0,536.58160400390625,0.027368369478772366,0.03286674321340815,0.0069356178029539054
76,100,8.933164514924783,0.08933164514924784,TRUE,TRUE,0,0,FALSE,0,65.83030700683594,1.1234277148178058,1.5556182861328125,0.784983656541572,-0.03730508555536005,-0.26197726803997057,-0.806022653098637,-1.3802913231472473,0.8303070068359375,2.419170379638672,0,0,24.166419982910156,0,0,527.69189453125,0.08933164514924784,0.031460405160247444,0.00607461516175007
77,100,2.6320610099828627,0.026320610099828626,TRUE,TRUE,0,0,FALSE,0,65.64476776123047,1.015564040093004,1.3793182373046875,0.7864470091938952,-0.12453184266021822,-0.36993179596719017,-0.9194064856283006,-1.4687389284881078,0.68483734130859375,2.2517051696777344,0,0,21.615102767944336,0,0,518.875,0.026320610099828626,0.031404099251032644,0.005550055692440112
87,99.89228720705069,2.551451701525366,0.025542029048117313,TRUE,TRUE,0,0,FALSE,0,65.920196533203125,0.3797337075014418,0.57404327392578125,0,0.044702502264499344,0.1498757372694257,0.002103086748888927,-0.3206377509299614,1.6203460693359375,3.0847091674804688,0,0,99.64070129394531,0,0,443.50482177734375,0.025542029048117313,0.03462213092910565,0.015803695796120735
88,86.17582709371345,26.812235511144536,0.3111340664243012,TRUE,TRUE,0,0,FALSE,0,65.98247528076172,0.26891006581259685,0.52083587646484375,0,0.09377620531165576,0.21681527368428988,0.13865857676158555,-0.16231143391414093,1.7109222412109375,3.1895065307617188,0,0,110.21582794189453,0,0,435.6662902832031,0.3111340664243012,0.03650644092317345,0.016163245091639276
89,71.90317107220471,45.29909096813208,0.6300012960853008,TRUE,TRUE,0,0,FALSE,0,66,0.1501735969755457,0.4537506103515625,0,0.1116942253665627,0.2406075267585237,0.23003623351145563,-0.049228995494317473,1.8206405639648438,3.299999237060547,0,0,120.83209228515625,0,0,427.95721435546875,0.6300012960853008,0.03846691557051945,0.016389382702102512
90,70.75318409164902,42.19160475615354,0.5963209330833975,TRUE,TRUE,0,0,FALSE,0,65.91188049316406,0.2848577148159078,0.54224395751953125,0,0.04185419497282794,0.1636424150707967,0.2145422145945446,-0.042895581649005976,1.7964019775390625,3.2413253784179688,0,0,131.4795379638672,0,0,420.38458251953125,0.5963209330833975,0.04280000702772568,0.012762122116408283
91,69.83330106217181,51.2112169322354,0.7333351875581913,TRUE,TRUE,0,0,FALSE,0,65.89219665527344,0.3640320029496643,0.57993316650390625,0,0.05504088470901536,0.16314879049032527,0.2656787362933528,0.030204535132256183,1.7921981811523438,3.31280517578125,0,0,142.15113830566406,0,0,412.9559326171875,0.7333351875581913,0.045622698053107175,0.010643956041632558
92,68.87994065125531,22.58761167445323,0.32792728130844545,TRUE,TRUE,0,0,FALSE,0,65.78532409667969,0.45317702531037457,0.63021087646484375,0,-0.010952493418812992,0.07788733196602493,0.22778350648964363,0.014139628116609515,1.7211685180664062,3.2681007385253906,0,0,152.84185791015625,0,0,405.67926025390625,0.32792728130844545,0.0499428802701454,0.008816642022537137
93,67.91340145180584,26.719559995389318,0.3934357494131791,TRUE,TRUE,0,0,FALSE,0,65.78532409667969,0.45317702531037457,0.63021087646484375,0,-0.010952493418812992,0.07788733196602493,0.22778350648964363,0.014139628116609515,1.7211685180664062,3.2681007385253906,0,0,152.84185791015625,0,0,405.67926025390625,0.3934357494131791,0.0499428802701454,0.008816642022537137
94,66.94686225235637,53.501020695006446,0.7991565085355937,TRUE,TRUE,0,0,FALSE,0,65.7222671508789,0.22244235887977512,0.6230010986328125,0,-0.022688603055655676,0.039265408843007776,0.232101893212743,0.039773819017284495,1.711761474609375,3.27099609375,0,0,163.5479278564453,0,0,398.56280517578125,0.7991565085355937,0.05665084861555034,0.0062494759949823665
95,67.21799509218545,47.59874259334174,0.7081249973026259,TRUE,TRUE,0,0,FALSE,0,65.7481918334961,0.42189672315697546,0.604827880859375,0,0.05700440337692214,0.10049680854439202,0.3236500635345152,0.1523715213584751,1.7943992614746094,3.3481903076171875,0,0,174.2665252685547,0,0,391.61529541015625,0.7081249973026259,0.05622821048295542,0.006897692420768792
96,69.76924402173609,59.64331285985918,0.8548654023150624,TRUE,TRUE,0,0,FALSE,0,65.57696533203125,0.4989767999161386,0.6425628662109375,0,-0.064637889032781,-0.01892599388149563,0.2166076999743609,0.06557383005743134,1.6695480346679688,3.2388916015625,0,0,184.9954833984375,0,0,384.845947265625,0.8548654023150624,0.05804362650551717,0.0060594439820439066
97,72.37025463354075,71.28237299745251,0.9849678346221535,TRUE,TRUE,0,0,FALSE,0,65.5193862915039,0.3427215397181584,0.69490814208984375,0,-0.06662949271823493,-0.017292835221823566,0.22160566426173034,0.09038659155642392,1.6729660034179688,3.264606475830078,0,0,195.73309326171875,0,0,378.2642822265625,0.9849678346221535,0.06079054601874751,0.0037641711750894375
98,74.82663259489345,48.77151028872322,0.6517934670770101,TRUE,TRUE,0,0,FALSE,0,65.45318603515625,0.3733587813267752,0.74805450439453125,0,-0.0850304866182654,-0.01722675970745513,0.21735032305166158,0.10500320744864666,1.6667327880859375,3.2449913024902344,0,0,206.47796630859375,0,0,371.8802795410156,0.6517934670770101,0.060372957278573766,0.002936445245948505
99,73.87279108571238,69.39430130923574,0.9393756522441344,TRUE,TRUE,0,0,FALSE,0,65.38231658935547,0.3147290109723435,0.627899169921875,0,-0.11822211224099988,-0.019033163463163305,0.2082830661128412,0.11356162260490521,1.6823158264160156,3.2631912231445312,0,0,217.2290802001953,0,0,365.70428466796875,0.9393756522441344,0.05531711935682303,0.003772683369462072
100,71.48602154949913,0.004705886879985854,6.582946956598155e-5,TRUE,TRUE,0,0,FALSE,0,65.36644744873047,0.41654625042822735,0.79982757568359375,0,-0.08856654512709383,0.03617244679143994,0.2535439918585922,0.17561608215848423,1.70111083984375,3.2667579650878906,0,0,227.98553466796875,0,0,359.7469787597656,0.01,0.05590972104980648,0.002173378314163331
102,51.95040549036639,3.1480236986171803,0.060596710822612254,TRUE,TRUE,0,0,FALSE,0,65.26576232910156,0.6438755794303599,0.86061859130859375,0,-0.024085445680483986,0.08045582134370477,0.2708278893717022,0.2270135351506326,1.7388038635253906,3.299285888671875,0,0,249.51168823242188,0,0,348.5330505371094,0.060596710822612254,0.053278644895395154,0.0015624628569796027
103,28.585256311969715,0.9740973870561902,0.034076916310465236,TRUE,TRUE,0,0,FALSE,0,65.26576232910156,0.6438755794303599,0.86061859130859375,0,-0.024085445680483986,0.08045582134370477,0.2708278893717022,0.2270135351506326,1.7388038635253906,3.299285888671875,0,0,249.51168823242188,0,0,348.5330505371094,0.034076916310465236,0.053278644895395154,0.0015624628569796027
111,41.56816900760168,1.4358848123720236,0.034542892955170566,TRUE,TRUE,0,0,FALSE,0,68.21562957763672,0.9295170137240952,1.2612686157226562,0,0.03419118687726552,0.09869594091972544,-0.33738840255963964,-0.5731859109478563,3.2156295776367188,4.160942077636719,0,0,183.72837829589844,0,0,589.97747802734375,0.034542892955170566,0.02203162986517721,0.08446348630362094
112,34.441214710488566,8.054118308662282,0.23385116861774097,TRUE,TRUE,0,0,FALSE,0,68.21631622314453,0.9295170533652461,1.2609176635742188,0,0.05683500870414093,0.16850958318056541,-0.20899792679693974,-0.49896283947397535,3.2163162231445312,4.161628723144531,0,0,174.2665252685547,0,0,599.5025634765625,0.23385116861774097,0.022739213427652442,0.06318868683959614
113,40.68844820238883,7.8417160846647675,0.19272585785673632,TRUE,TRUE,0,0,FALSE,0,68.217010498046875,0.8768491045966423,1.2887725830078125,0,0.09782630809839077,0.24260259965697628,-0.08139291644449997,-0.42282327360651095,3.217010498046875,4.199310302734375,0,0,164.97010803222656,0,0,609.07049560546875,0.19272585785673632,0.023994544577558563,0.0353553388939326
115,100,28.87137605579119,0.28871376055791187,TRUE,TRUE,0,0,FALSE,0,68.1100082397461,0.8373103150860486,1.591033935546875,0,0.13499163199162467,0.29586450459724745,0.06255956813913599,-0.37342566418969625,3.1100082397460938,4.110008239746094,0,0,146.99859619140625,0,0,628.326904296875,0.28871376055791187,0.03128520318844153,0.005078225000691435
116,100,40.486026484137255,0.40486026484137255,TRUE,TRUE,0,0,FALSE,0,67.9848403930664,1.0498541222182078,1.7328033447265625,0.8349479975349675,0.11561473901720376,0.26369065928545865,0.06098146523495984,-0.41756448155432224,2.9848403930664062,3.9848403930664062,0,0,138.40419006347656,0,0,633.23394775390625,0.40486026484137255,0.024128630059017456,0.002815291811262716
117,100,10.242451929643721,0.10242451929643721,TRUE,TRUE,0,0,FALSE,0,67.773040771484375,1.1417213242786266,1.7729415893554688,0.8510607671885508,0.03307320415109416,0.15550532151645768,-0.029112012732980475,-0.5468437757657654,2.773040771484375,3.773040771484375,0,0,130.14015197753906,0,0,623.6622314453125,0.10242451929643721,0.02655550972124748,0.006977405226949105
118,100,22.215013256218526,0.22215013256218527,TRUE,TRUE,0,0,FALSE,0,67.59200286865234,1.1034898821425672,1.819915771484375,0.8024183554886192,-8.847886237504099e-4,0.08832814461057126,-0.09152667671000358,-0.6440173043365292,2.5920028686523438,3.6280250549316406,0,0,120.83209228515625,0,0,614.1314697265625,0.22215013256218527,0.030221604526262557,0.012433177181220093
119,100,99.66515981811062,0.9966515981811063,TRUE,TRUE,0,0,FALSE,0,67.59200286865234,1.1034898821425672,1.819915771484375,0.8024183554886192,-8.847886237504099e-4,0.08832814461057126,-0.09152667671000358,-0.6440173043365292,2.5920028686523438,3.6280250549316406,0,0,120.83209228515625,0,0,614.1314697265625,0.9966515981811063,0.030221604526262557,0.012433177181220093
120,100,100,1,TRUE,TRUE,0,0,FALSE,0,67.44950866699219,1.1396072573983378,1.873443603515625,0.7853871103423911,0.019030695376187623,0.07054653236582453,-0.12016957449984034,-0.7014887655313942,2.4495086669921875,3.5270233154296875,0,0,111.27055358886719,0,0,604.64361572265625,1,0.03264018520761073,0.01839960521456684
121,100,100,1,TRUE,TRUE,0,0,FALSE,0,67.24449920654297,1.2089945993982305,1.8431549072265625,0.8075925586707907,-0.01655058929885911,0.0013313155742338267,-0.2158697564099583,-0.8202111412796853,2.2444992065429688,3.3757591247558594,0,0,101.9582290649414,0,0,595.2008056640625,1,0.0326783432197348,0.026494298966519926
122,100,100,1,TRUE,TRUE,0,0,FALSE,0,67.07234954833984,1.1646882113810295,1.8681106567382812,0.7932531620847679,-0.01973071996717124,-0.024893998239008397,-0.2831116537665821,-0.9047223012277783,2.0723495483398438,3.2561378479003906,0,0,92.339752197265625,0,0,585.80517578125,1,0.033592734739582734,0.0282719534948938
123,99.08737718267184,99.08737718267366,1,TRUE,TRUE,0,0,FALSE,0,66.91454315185547,1.0959037383882642,1.8457183837890625,0.7695814696322162,-0.010889910269469283,-0.0313096304662821,-0.33964953323500424,-0.9737627313383683,1.9145431518554688,3.1787681579589844,0,0,82.307861328125,0,0,576.45904541015625,1,0.03312882906730239,0.02680314434466516
124,87.80300758007797,55.53069550651708,0.6324463937738357,TRUE,TRUE,0,0,FALSE,0,66.75901794433594,1.0960596439848673,1.853607177734375,0.7695688324287504,-0.0013278463612493852,-0.03598336450460238,-0.397665147187098,-1.0390475786845315,1.7590179443359375,3.065990447998047,0,0,72.49925994873047,0,0,567.164794921875,0.6324463937738357,0.03238656850324213,0.02372492192977327
127,100,6.740782216944353,0.06740782216944353,TRUE,TRUE,0,0,FALSE,0,66.26853942871094,1.0960286963648718,1.779022216796875,0.7695997920473238,-7.757656816096414e-4,-0.12019450053411163,-0.6185177087076283,-1.2474364441651744,1.2685394287109375,2.7603225708007812,0,0,45.85255432128906,0,0,539.6204833984375,0.06740782216944353,0.030873013266937525,0.010723728150245002
128,100,9.269012622638911,0.09269012622638911,TRUE,TRUE,0,0,FALSE,0,66.1318359375,1.1091206308455501,1.7560653686523438,0.775640879409575,0.01617343183876585,-0.14943725365594673,-0.6724808101484285,-1.287044031959411,1.1318359375,2.715301513671875,0,0,38.96717834472656,0,0,530.5616455078125,0.09269012622638911,0.03123291022686969,0.007385464052338568
129,100,18.324529398371396,0.18324529398371397,TRUE,TRUE,0,0,FALSE,0,65.94071960449219,1.1318214538421356,1.589080810546875,0.789201160401707,-0.04205034781193717,-0.24550201746531286,-0.7843370341405631,-1.3802473326721696,0.9407196044921875,2.535144805908203,0,0,34.17647933959961,0,0,521.5693359375,0.18324529398371397,0.030584413483156114,0.006466710120932493
131,100,6.852315043699946,0.06852315043699946,TRUE,TRUE,0,0,FALSE,0,65.59748840332031,0.7719309076130699,1.26580810546875,0,-0.19404502536939106,-0.4405072484205732,-0.9782946668675834,-1.5269905952135332,0.70290374755859375,2.307941436767578,0,0,34.17647933959961,0,0,503.7988586425781,0.06852315043699946,0.04418067938839228,0.005195762068378069
140,100,23.285447888869385,0.23285447888869384,TRUE,TRUE,0,0,FALSE,0,65.985382080078125,0.4517982750429405,0.57187652587890625,0,0.07286016491876524,0.18071355716416804,0.008242163955287651,-0.3484453130798215,1.7038726806640625,3.1737403869628906,0,0,102.52942657470703,0,0,436.2021789550781,0.23285447888869384,0.03235543060516085,0.01480157532535007
141,100,30.615805430556975,0.30615805430556975,TRUE,TRUE,0,0,FALSE,0,66.01744079589844,0.27006966128082266,0.498931884765625,0,0.09617327261662467,0.2245204388449764,0.11762170084152501,-0.2180880682040538,1.8092498779296875,3.233692169189453,0,0,112.83415222167969,0,0,428.23004150390625,0.30615805430556975,0.034367315484233794,0.015110829097895953
142,100,55.94078041850935,0.5594078041850935,TRUE,TRUE,0,0,FALSE,0,66.00335693359375,0.3272783154326278,0.49625396728515625,0,0.09090534154920249,0.22105906242067874,0.18021274193104375,-0.13422762018753076,1.8334426879882812,3.3123435974121094,0,0,123.22504425048828,0,0,420.38458251953125,0.5594078041850935,0.03621721329008158,0.01481531243250657
143,100,42.42955658883329,0.42429556588833295,TRUE,TRUE,0,0,FALSE,0,65.912261962890625,0.3057460774586836,0.59769439697265625,0,0.026863872141078105,0.14389117960465114,0.16402999923208483,-0.12812911513935887,1.8016738891601562,3.2813262939453125,0,0,133.68202209472656,0,0,412.6730041503906,0.42429556588833295,0.04184862389784827,0.009369250184378983
144,100,50.1106809121311,0.501106809121311,TRUE,TRUE,0,0,FALSE,0,65.89253997802734,0.2994989467081266,0.60111236572265625,0,0.047218433324843545,0.1446131351622455,0.21742798666572583,-0.052094419755974286,1.8181381225585938,3.328075408935547,0,0,144.1907196044922,0,0,405.1029968261719,0.501106809121311,0.04538826877787552,0.008119265273964704
145,100,11.560829190611912,0.11560829190611913,TRUE,TRUE,0,0,FALSE,0,65.79376220703125,0.36660633357263334,0.63021087646484375,0,0.001782292905062377,0.07307266070094443,0.1900434726069875,-0.057118297348708325,1.77490234375,3.29376220703125,0,0,154.74058532714844,0,0,397.6826171875,0.11560829190611913,0.0495051495398297,0.006940245846101762
146,100,1.2054913317788305,0.012054913317788305,TRUE,TRUE,0,0,FALSE,0,65.79376220703125,0.36660633357263334,0.63021087646484375,0,0.001782292905062377,0.07307266070094443,0.1900434726069875,-0.057118297348708325,1.77490234375,3.29376220703125,0,0,154.74058532714844,0,0,397.6826171875,0.012054913317788305,0.0495051495398297,0.006940245846101762
147,100,20.583603379325154,0.20583603379325155,TRUE,TRUE,0,0,FALSE,0,65.72479248046875,0.47672095445269314,0.66345977783203125,0,-0.0028206645578592315,0.03547227769982442,0.19105621926509286,-0.03438530007898066,1.7590751647949219,3.2735214233398438,0,0,165.32374572753906,0,0,390.4204406738281,0.20583603379325155,0.05350189451397981,0.006028088294684382
149,100,2.4916736774939636,0.024916736774939635,TRUE,TRUE,0,0,FALSE,0,65.58014678955078,0.36968158019167074,0.69490814208984375,0,-0.031829281129702736,-0.015996609353848612,0.18089883504352144,-0.0023631140760045355,1.7232933044433594,3.262653350830078,0,0,186.5672607421875,0,0,376.406982421875,0.024916736774939635,0.05967946664766978,0.003817374273222665
150,100,31.57060122521381,0.3157060122521381,TRUE,TRUE,0,0,FALSE,0,65.53975677490234,0.3741494207630428,0.69490814208984375,0,-0.01913540605185915,0.007759700182973006,0.2057331571946861,0.04219772930012766,1.7332077026367188,3.3074378967285156,0,0,197.21929931640625,0,0,369.67510986328125,0.3157060122521381,0.058336372190543384,0.0033824331167493717
151,100,14.34114104036604,0.1434114104036604,TRUE,TRUE,0,0,FALSE,0,65.442535400390625,0.24714506547226722,0.74805450439453125,0,-0.06702356753142169,-0.020005401721505223,0.17346365501336436,0.02792235526342779,1.6693153381347656,3.242534637451172,0,0,207.8874053955078,0,0,363.14013671875,0.1434114104036604,0.06040102378755585,0.002327769884585698
152,100,78.75642152105138,0.7875642152105138,TRUE,TRUE,0,0,FALSE,0,65.39128875732422,0.28265152697045276,0.7068939208984375,0,-0.0735710254613906,7.867365537634896e-4,0.18666820582720334,0.057934510631767466,1.6996231079101562,3.2721633911132812,0,0,218.56919860839844,0,0,356.8128967285156,0.7875642152105138,0.05619989721090067,0.002525613627672255
153,100,7.060102889318387,0.07060102889318387,TRUE,TRUE,0,0,FALSE,0,65.32193756103516,0.4720240299750052,0.83795928955078125,0,-0.09668565833050025,0.005553428016412454,0.18048840078472494,0.06807311189551513,1.67950439453125,3.272441864013672,0,0,229.26278686523438,0,0,350.7046203613281,0.07060102889318387,0.05447340655128996,0.0018512310778920605
155,100,5.624970016229781,0.056249700162297814,TRUE,TRUE,0,0,FALSE,0,65.1841812133789,0.3880623768100071,0.92021942138671875,0,-0.07586437722910944,0.017219515914092653,0.16531776858366243,0.08529826330293133,1.7010498046875,3.2687911987304688,0,0,250.6792755126953,0,0,339.1918640136719,0.056249700162297814,0.05564744375302613,9.554304661412674e-4
161,10.028426164368284,0.7379179325434961,0.07358262607201231,TRUE,TRUE,0,0,FALSE,0,68.38685607910156,0.8821142023645475,1.368011474609375,0,-0.09501537378282876,-0.19746203370903004,-1.1387507181139256,-0.9342851212705199,3.299346923828125,4.186859130859375,0,0,246.92356872558594,0,0,528.2449951171875,0.07358262607201231,0.013698692705498427,0.06439109346822845
162,79.59855831087043,13.113439529126481,0.16474468642902085,TRUE,TRUE,0,0,FALSE,0,68.21219635009766,0.8914919942508964,1.356109619140625,0,-0.07920295604760952,-0.19517946759715699,-0.9685844987365471,-0.9119809889485566,3.1996078491210938,4.070526123046875,0,0,232.80177307128906,0,0,543.07275390625,0.16474468642902085,0.01790489876896711,0.08899975759024048
166,100,6.987071387877222,0.06987071387877222,TRUE,TRUE,0,0,FALSE,0,68.38960266113281,0.7109465577249495,1.3048248291015625,0,0.03291807312896822,0.008534565729348742,-0.6138536900370326,-0.6718678462393797,3.3816299438476562,4.247932434082031,0,0,207.8874053955078,0,0,565.8245849609375,0.06987071387877222,0.019578351392475806,0.0827013706734125
169,100,0.05849058765124937,5.849058765124937e-4,TRUE,TRUE,0,0,FALSE,0,68.39167022705078,0.7082117595485603,1.3034515380859375,0,0.08362900001415596,0.2051987079937163,-0.20526275181983067,-0.45066589790333467,3.3916702270507812,4.2916717529296875,0,0,179.8734893798828,0,0,594.5135498046875,0.01,0.0222962240127597,0.05436801724525367
170,100,2.689867342052821,0.02689867342052821,TRUE,TRUE,0,0,FALSE,0,68.3923568725586,0.7137210942643083,1.309600830078125,0,0.12936014368914073,0.2780598939971384,-0.07051272066834713,-0.3729057147804724,3.3923568725585938,4.325736999511719,0,0,170.88238525390625,0,0,604.16046142578125,0.02689867342052821,0.023463216384793567,0.03579622698978901
172,100,71.39116380565974,0.7139116380565974,TRUE,TRUE,0,0,FALSE,0,68.198333740234375,0.9174985259004471,1.5996627807617188,0,0.09038587929545372,0.2459147208864465,-0.0010349081248790526,-0.4077936596875418,3.198333740234375,4.143646240234375,0,0,153.60415649414062,0,0,623.56854248046875,0.7139116380565974,0.030180848099134874,0.008530147957329143
173,100,100,1,TRUE,TRUE,0,0,FALSE,0,68.07362365722656,1.0512893561866883,1.7093276977539062,0.824551182630742,0.07562720257303113,0.2157371603624938,0.0032527799068589047,-0.45037265713604313,3.0736236572265625,4.0189361572265625,0,0,144.99851989746094,0,0,628.326904296875,1,0.023656104009968162,0.004846555121116418
174,100,73.29432165082835,0.7329432165082835,TRUE,TRUE,0,0,FALSE,0,67.87805938720703,1.114028878932338,1.7818069458007812,0.8127314997872876,0.011004904042124508,0.12497028116715114,-0.06560426253592766,-0.5622337661795314,2.8780593872070312,3.8233718872070312,0,0,135.41822814941406,0,0,618.67919921875,0.7329432165082835,0.026964448230898542,0.010828828955663802
175,100,6.608487034452537,0.06608487034452537,TRUE,TRUE,0,0,FALSE,0,67.74540710449219,1.0948292921735627,1.7989578247070312,0.7690532743054399,0.027147265448093094,0.1079586042824161,-0.07435700730682981,-0.6100307219421666,2.7454071044921875,3.7694778442382812,0,0,126.03662109375,0,0,609.07049560546875,0.06608487034452537,0.029650267210793325,0.01773329791432681
176,100,8.874785474605233,0.08874785474605233,TRUE,TRUE,0,0,FALSE,0,67.74540710449219,1.0948292921735627,1.7989578247070312,0.7690532743054399,0.027147265448093094,0.1079586042824161,-0.07435700730682981,-0.6100307219421666,2.7454071044921875,3.7694778442382812,0,0,126.03662109375,0,0,609.07049560546875,0.08874785474605233,0.029650267210793325,0.01773329791432681
